evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E-OBS-P0041-polarization-1-82ab13ed61a79d14,P0041,F0041,local_pdf_text_observation,,1,1,,,,,82ab13ed61a79d14bf707fe9c9f984ffe6d304c8802c9e6984c27ed2ee56ed03,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-1-80cdb5b6c2920059,P0041,F0041,local_pdf_text_observation,,1,1,,,,,80cdb5b6c2920059931880f8aacbdced0bb517261a653fa9b3b255a3545751f4,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-2-c5f40f3518169821,P0041,F0041,local_pdf_text_observation,,2,2,,,,,c5f40f3518169821fc0332eb5b5c38d5d2b7369aba743140a59d899d4c89598a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-2-9574cc17ec16c167,P0041,F0041,local_pdf_text_observation,,2,2,,,,,9574cc17ec16c167ab77129ad933f0d63ffb804c47ef03fa3c88cd4feefa0f90,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-band_structure-2-e9aadf10cfdd0802,P0041,F0041,local_pdf_text_observation,,2,2,,,,,e9aadf10cfdd0802ff9e2011dd39a4400660aa5d7d9e52d3efa9717cd160b9b0,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-2-fcef9023bb9c7eef,P0041,F0041,local_pdf_text_observation,,2,2,,,,,fcef9023bb9c7eef802e7fb880365070162bc76331eb40938054602299e5ff89,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-2-b0a743151852a5fd,P0041,F0041,local_pdf_text_observation,,2,2,,,,,b0a743151852a5fd8628ff025fe02b6d29c4245b406547bad1e220b20a22c650,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-2-47cf9b6269b55f71,P0041,F0041,local_pdf_text_observation,,2,2,,,,,47cf9b6269b55f7195415a55430b6703d749eb76525cc03ee6e25bead106b492,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-3-defd5ae1f84b5b42,P0041,F0041,local_pdf_text_observation,,3,3,,,,,defd5ae1f84b5b42e73b360d298aaae15908845bb5dc44ad172b61662b3668b8,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-3-03ad16d02ce5daa7,P0041,F0041,local_pdf_text_observation,,3,3,,,,,03ad16d02ce5daa7b1846e8323dda364d350251fdd234862e46f4587ae80740e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-k_space-3-a8dba7ac3369497d,P0041,F0041,local_pdf_text_observation,,3,3,,,,,a8dba7ac3369497d7b8ea03665c1c07275230c58162deda41ddc009aaf912c97,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-band_structure-3-be4ee3d2d5022e04,P0041,F0041,local_pdf_text_observation,,3,3,,,,,be4ee3d2d5022e0408c68b715ac262c2677de9c0e3038aceeeb2f5a5420a021a,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-3-f5a1ea3dd820342b,P0041,F0041,local_pdf_text_observation,,3,3,,,,,f5a1ea3dd820342b1699dff3b6996fc21d33ee6b871fecd7c7e91ad6ea103176,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-polarization-3-fd3a49c349ff1a20,P0041,F0041,local_pdf_text_observation,,3,3,,,,,fd3a49c349ff1a20ee824880fc1f6c1f8f0d85294842246ba34d91cecff27823,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-4-74141fae36b814e0,P0041,F0041,local_pdf_text_observation,,4,4,,,,,74141fae36b814e0e1c9e7b4901518949b46be5e38e611269469989c21d34099,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-4-cfaca7a4a35d3e7a,P0041,F0041,local_pdf_text_observation,,4,4,,,,,cfaca7a4a35d3e7a3d8f2f6c061156a2380f8ea8c554def3b835e5bad43b4d5b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-material-4-ca4cd50728fc859f,P0041,F0041,local_pdf_text_observation,,4,4,,,,,ca4cd50728fc859fc2b891604a64527ec2c797bb85a308e44fea321d8da208e1,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-k_space-7-1738452142ee8753,P0041,F0041,local_pdf_text_observation,,7,7,,,,,1738452142ee8753f57db6b61cc9e293061c4bbe0331154ea5117ba09ea52ebe,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-k_space-7-b539e542c7c5e827,P0041,F0041,local_pdf_text_observation,,7,7,,,,,b539e542c7c5e827f59256a1dcba88cb5ad31526255769691e8451e52f61c9ce,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-band_structure-8-f4530a0b316bd96c,P0041,F0041,local_pdf_text_observation,,8,8,,,,,f4530a0b316bd96c1adc21ec9dc0615c6595bc0687a1a27013298217ce7ad8ba,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0041-band_structure-8-ca15e9e3938f1941,P0041,F0041,local_pdf_text_observation,,8,8,,,,,ca15e9e3938f19416e255ff859841af0e68d0db05b2450fc7c69477317f66349,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-1-5589c987e0da7df1,P0042,F0042,local_pdf_text_observation,,1,1,,,,,5589c987e0da7df106b1a89fd711b2fe152cb5f16464e426497b04a647a4b235,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-k_space-1-47432e8719f07de3,P0042,F0042,local_pdf_text_observation,,1,1,,,,,47432e8719f07de3a3cda01e19d914be90701a244ae4408db53455a04bac27ac,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-2-64bdd2a220665c41,P0042,F0042,local_pdf_text_observation,,2,2,,,,,64bdd2a220665c4142ac60fac8dd3daa12316ba51e694f6b40f5003259452063,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-2-38110a3ec0ec4c80,P0042,F0042,local_pdf_text_observation,,2,2,,,,,38110a3ec0ec4c80f77b1a1d36f0edf93cc10569eedf91a20df5dd08dd854724,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-2-021663685ade7986,P0042,F0042,local_pdf_text_observation,,2,2,,,,,021663685ade798690b0b736fd6bbfcb83a0e9f7a6c56c4054463f94dc0e1144,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-k_space-2-3dd7da22c9d38fd8,P0042,F0042,local_pdf_text_observation,,2,2,,,,,3dd7da22c9d38fd81617e8e2ef11115af75a4217d34fdde785c57c081d3f65b8,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-k_space-2-105713cc45aefabd,P0042,F0042,local_pdf_text_observation,,2,2,,,,,105713cc45aefabda94b6ac8d2d3bd46f61c6a1f7b9fadab51472611375a6f02,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-3-d96cb06b8cfbbab9,P0042,F0042,local_pdf_text_observation,,3,3,,,,,d96cb06b8cfbbab92e76dab01247dd06b4941c3e030d2d811bd8f2f5f69e416a,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-3-d095812822949912,P0042,F0042,local_pdf_text_observation,,3,3,,,,,d095812822949912c244bdcaa803ca915ed3dd74ffe6a718e8c5b28d37fc0bf9,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-3-188050c9294109ef,P0042,F0042,local_pdf_text_observation,,3,3,,,,,188050c9294109ef79bf0da3e48b7429bc7c54abb7bd8e09e6f76f4a51043d86,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-4-4285eb979975fc62,P0042,F0042,local_pdf_text_observation,,4,4,,,,,4285eb979975fc62fd8bb3af9940248e55ecad34316ea0d0fa6bd236c931bc3d,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-material-4-2474aeb70d39d28d,P0042,F0042,local_pdf_text_observation,,4,4,,,,,2474aeb70d39d28dac7ca3f0d5ee2389aa777b79dbade6887d70b346d02cfe97,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-4-39aac2b58ee58106,P0042,F0042,local_pdf_text_observation,,4,4,,,,,39aac2b58ee581064cf0c40a4e25a58b9233bcd803c0655dd5abfb2859aff32a,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-4-8737292ae95e3d93,P0042,F0042,local_pdf_text_observation,,4,4,,,,,8737292ae95e3d939383491fdb94569acba25ca57baf64f7be59d5d962f781ee,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-4-463bbfe89ca0afff,P0042,F0042,local_pdf_text_observation,,4,4,,,,,463bbfe89ca0afff2b1f58dc8314f286a2ebabbb62cbeadeda74444b4835d99f,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-k_space-5-e5508a910773a91e,P0042,F0042,local_pdf_text_observation,,5,5,,,,,e5508a910773a91e11f7ec5e9fbc3defb33eb4da33e35836945f076f6b3a6dda,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-5-4119b330fb97d826,P0042,F0042,local_pdf_text_observation,,5,5,,,,,4119b330fb97d826b4627bd792aa607c86d6cf453f262119ba4d0ea8a01db9ec,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-5-0094f9d0eb9d7538,P0042,F0042,local_pdf_text_observation,,5,5,,,,,0094f9d0eb9d75389d92fae4245f7b4cec0165e7c43f9a5823506965ab07edd8,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-k_space-6-3fc5ac000d822394,P0042,F0042,local_pdf_text_observation,,6,6,,,,,3fc5ac000d82239445828c83b57bc6e8c01f7378c734a153acae032ed92ab3e1,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-polarization-6-3fc5ac000d822394,P0042,F0042,local_pdf_text_observation,,6,6,,,,,3fc5ac000d82239445828c83b57bc6e8c01f7378c734a153acae032ed92ab3e1,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-7-a7143db7ba7d3d6d,P0042,F0042,local_pdf_text_observation,,7,7,,,,,a7143db7ba7d3d6d0e194b2920f89ead0d8b75432ca695ad832551902e3cf2ab,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-band_structure-7-c01675d5629afd2d,P0042,F0042,local_pdf_text_observation,,7,7,,,,,c01675d5629afd2d022d3a0c524111b9333fd9efa86843c461dc1be036e771d0,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0042-polarization-7-355fe5e10e28013f,P0042,F0042,local_pdf_text_observation,,7,7,,,,,355fe5e10e28013f2b8197845b803868567c142f7af2b9c2015c582a961539e3,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-1-a8c47b1c780bd18e,P0043,F0043,local_pdf_text_observation,,1,1,,,,,a8c47b1c780bd18ea883314b3d78f6f8f4420635724611a09f15bdebd998b82b,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-1-8e61ea88c0cc07b1,P0043,F0043,local_pdf_text_observation,,1,1,,,,,8e61ea88c0cc07b11c4c5a992df951852c003d245b1096612976720f0c34f926,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-1-84bab562efcf9712,P0043,F0043,local_pdf_text_observation,,1,1,,,,,84bab562efcf9712803245416381fea45ecb70676e3534073ceb2aae701ab55e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-1-c04f16ea0f203a44,P0043,F0043,local_pdf_text_observation,,1,1,,,,,c04f16ea0f203a445cf3147a48833d3db76105971c5ad8dda0086eb66f72f713,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-1-6bab50db1ac977f3,P0043,F0043,local_pdf_text_observation,,1,1,,,,,6bab50db1ac977f312b8313794a27703baa7885791b8d1e490ada03f707ee4cb,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-1-e5296ea8bc736e9d,P0043,F0043,local_pdf_text_observation,,1,1,,,,,e5296ea8bc736e9d8c8ee275baada40fd4713c0c0496c0bd79cb35acae47e5d6,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-1-16f56591eb27385b,P0043,F0043,local_pdf_text_observation,,1,1,,,,,16f56591eb27385bbbc387f98b1736bfe4a911f69664fe16904080a6d7e42026,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-2-6b089a41f0d91816,P0043,F0043,local_pdf_text_observation,,2,2,,,,,6b089a41f0d91816197e37775c2cf919796f6ccb4ea26d628017ff0abdca9d02,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-2-2de997001459af20,P0043,F0043,local_pdf_text_observation,,2,2,,,,,2de997001459af209fc621f7d54f48833d705e226d0b7151e694ca9fcb380f5c,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-spectrum-2-10c9ca94dc9f255e,P0043,F0043,local_pdf_text_observation,,2,2,,,,,10c9ca94dc9f255e71657c6578a0c7a26804ed02eca3397279b3d98449f0fca6,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-polarization-2-fb0fff0f897fa592,P0043,F0043,local_pdf_text_observation,,2,2,,,,,fb0fff0f897fa592ede3d2ff071a61264e43b04f471bda8d23e02d77f2cda3e2,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-polarization-2-747cd2d365318599,P0043,F0043,local_pdf_text_observation,,2,2,,,,,747cd2d36531859998892496d979bfe7f986558b763553f7fe3f2d431eea88f7,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-polarization-2-add7902bbf828835,P0043,F0043,local_pdf_text_observation,,2,2,,,,,add7902bbf8288350d792806f48f4cd40aa3d5feaaf79c2339b44f8433a24293,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-material-4-6300ed977503aca8,P0043,F0043,local_pdf_text_observation,,4,4,,,,,6300ed977503aca8b8b26f65412376b97f98b24f4655efcd53ef355368208328,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-4-f5601f5aaf9fea59,P0043,F0043,local_pdf_text_observation,,4,4,,,,,f5601f5aaf9fea597ee361cd7b9da8a9bfe62f93733c989848e0ba25118cbf36,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-spectrum-4-dccc72e171cc52fa,P0043,F0043,local_pdf_text_observation,,4,4,,,,,dccc72e171cc52fafa0e14e41abf861e7c9cc4eb043f6ac644ccf3622589e1ea,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-spectrum-4-dfaab037ff7ea3c1,P0043,F0043,local_pdf_text_observation,,4,4,,,,,dfaab037ff7ea3c116cb06892b48c758a6cf9435189b9ceff20a39b23325d5b9,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-spectrum-4-700766934b2bc903,P0043,F0043,local_pdf_text_observation,,4,4,,,,,700766934b2bc9037e8b63e211571fdb9687539bdbbc267d18960635da4f6316,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-spectrum-4-552cf3de8a491b2b,P0043,F0043,local_pdf_text_observation,,4,4,,,,,552cf3de8a491b2b2f7122da72ee6ceed08d54ba08e2736fa1897b4b24c22928,regex:spectrum,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-frequency-5-8a834af5347076f0,P0043,F0043,local_pdf_text_observation,,5,5,,,,,8a834af5347076f0f976411e01e6007038934d5bf7f5d25fd97ccff58d0b1c8c,regex:frequency,E0,0.58,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-5-384812954540c183,P0043,F0043,local_pdf_text_observation,,5,5,,,,,384812954540c1833b7f2b354cbe256561710f7a0392323336b14000af1c9216,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-5-044342081a1c4b80,P0043,F0043,local_pdf_text_observation,,5,5,,,,,044342081a1c4b80f23d4d39a4444cbb4069eac7e0323903042bc11dc0a43570,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-band_structure-5-d5e046a1ada8bb8a,P0043,F0043,local_pdf_text_observation,,5,5,,,,,d5e046a1ada8bb8af0438ec18b20de0b28a62cf25805e5f2ac5fb545e4cd9ef8,regex:band_structure,E0,0.48,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-polarization-5-8b186cb8e2cb74cd,P0043,F0043,local_pdf_text_observation,,5,5,,,,,8b186cb8e2cb74cd464bb2d3ebab6b4e7e316a75597469ea438779c9a5740acf,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0043-polarization-5-0e5b4cb9bc4bf751,P0043,F0043,local_pdf_text_observation,,5,5,,,,,0e5b4cb9bc4bf7518583a050fb3991d8ccc659bccd07826e02918e7080ae059b,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-675cad6c6ba159dd,P0044,F0044,local_pdf_text_observation,,1,1,,,,,675cad6c6ba159dd9c09f7f7c65a4087429e9c675e31f11619d7e31f832d513d,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-ba0b62065de3d98a,P0044,F0044,local_pdf_text_observation,,1,1,,,,,ba0b62065de3d98a1094b6898ef43a01d99d47e0184fbb2207a2374b801d514e,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-4b5bc89108bfc772,P0044,F0044,local_pdf_text_observation,,1,1,,,,,4b5bc89108bfc7723f36dcec937657e413d7891109140915eb53c2c734a19c0d,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-2ce7940ac8958515,P0044,F0044,local_pdf_text_observation,,1,1,,,,,2ce7940ac8958515b4c90fb5d7798dff6d64e59094dab564a0cf3fcd4505d481,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-ea6e2b75809b412a,P0044,F0044,local_pdf_text_observation,,1,1,,,,,ea6e2b75809b412a22267ce330a7cce9a86f34351b0026a0a7c9b583fad1c9b3,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-b5ad3300bd2750dd,P0044,F0044,local_pdf_text_observation,,1,1,,,,,b5ad3300bd2750dd25dc30d940b2c613b737acada232cd982a0ed2597d995572,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-debddbbec7368ecb,P0044,F0044,local_pdf_text_observation,,1,1,,,,,debddbbec7368ecb76b8518356110a8e41878ec462380bcf37b244104fd29609,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-material-1-3bc3ff683f0e9ade,P0044,F0044,local_pdf_text_observation,,1,1,,,,,3bc3ff683f0e9ade7ad37b6a7df1abb54d740c94387b90ac7320e5d9dfd48cf7,regex:material,E0,0.42,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-1-6394ad96b53519fe,P0044,F0044,local_pdf_text_observation,,1,1,,,,,6394ad96b53519fe5f87c647977c5d5ecf04ab787e1240ed40080be98dbf0318,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-1-5d27044d6904265b,P0044,F0044,local_pdf_text_observation,,1,1,,,,,5d27044d6904265b03d662ce3832493f04833b7a88905f301b8f4600a9bfec8c,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-1-1453d1397f909dcd,P0044,F0044,local_pdf_text_observation,,1,1,,,,,1453d1397f909dcdbf65b441c85926796fb2a6db1d6c8928466f369403a324ad,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-2-f6789451de9048a9,P0044,F0044,local_pdf_text_observation,,2,2,,,,,f6789451de9048a9932ff6243ce45893712aaca3986ee87e77cebf4375247693,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-2-7181d5b3a38bbd77,P0044,F0044,local_pdf_text_observation,,2,2,,,,,7181d5b3a38bbd7760f2ecb295d8ee8c1f04097a0fe5d2c4f5310f9799ca3617,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-2-41322c6db856f6bc,P0044,F0044,local_pdf_text_observation,,2,2,,,,,41322c6db856f6bcd7896ff38257e832d05ff8a3716bf44476b5663c67660e76,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-2-9bf0992e7c960d62,P0044,F0044,local_pdf_text_observation,,2,2,,,,,9bf0992e7c960d622cf548a18c8b8cdf84446954284754d34269fe7d88b8c3f6,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0044-polarization-2-8995af8f360465c7,P0044,F0044,local_pdf_text_observation,,2,2,,,,,8995af8f360465c73e627ff82c3eebdce96384836039ca3c12d811269be6f0bb,regex:polarization,E0,0.46,candidate_needs_review,2026-05-16 10:44:26,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0045-q_factor-2-8e6f14243e915be0,P0045,F0045,local_pdf_text_observation,,2,2,,,,,8e6f14243e915be0e18a6b895ad97daee349cb5e514bc082bfc3f9cd80dc83e7,regex:q_factor,E0,0.62,candidate_needs_review,2026-05-16 10:44:27,Automatically extracted observation candidate. Verify against PDF before using as fact.
E-OBS-P0045-k_space-2-8dc044fe06d2b0b8,P0045,F0045,local_pdf_text_observation,,2,2,,,,,8dc044fe06d2b0b879b9406df2e26a18a5489f193d0c17dca4ccfc1ee45ca9b6,regex:k_space,E0,0.5,candidate_needs_review,2026-05-16 10:44:27,Automatically extracted observation candidate. Verify against PDF before using as fact.
