observation_id,paper_id,external_id,file_id,observation_group,observation_type,quantity_name,value_text,value_numeric,unit,material,structure_name,wavelength_nm,frequency_thz,q_factor,fano_q,source_kind,source_url,page,figure,panel,table_no,evidence_id,extraction_method,verification_status,curation_status,confidence,notes
OBS-P0041-band_structure-3-be4ee3d2d5022e04,P0041,,F0041,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0041-band_structure-3-be4ee3d2d5022e04,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-polarization-3-f5a1ea3dd820342b,P0041,,F0041,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0041-polarization-3-f5a1ea3dd820342b,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-polarization-3-fd3a49c349ff1a20,P0041,,F0041,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0041-polarization-3-fd3a49c349ff1a20,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-material-4-74141fae36b814e0,P0041,,F0041,material,material,material,AlGaAs,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0041-material-4-74141fae36b814e0,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-material-4-cfaca7a4a35d3e7a,P0041,,F0041,material,material,material,AlGaAs,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0041-material-4-cfaca7a4a35d3e7a,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-material-4-ca4cd50728fc859f,P0041,,F0041,material,material,material,GaAs,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0041-material-4-ca4cd50728fc859f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-k_space-7-1738452142ee8753,P0041,,F0041,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0041-k_space-7-1738452142ee8753,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-k_space-7-b539e542c7c5e827,P0041,,F0041,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0041-k_space-7-b539e542c7c5e827,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-band_structure-8-f4530a0b316bd96c,P0041,,F0041,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0041-band_structure-8-f4530a0b316bd96c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0041-band_structure-8-ca15e9e3938f1941,P0041,,F0041,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0041-band_structure-8-ca15e9e3938f1941,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-1-5589c987e0da7df1,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0042-material-1-5589c987e0da7df1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-k_space-1-47432e8719f07de3,P0042,,F0042,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0042-k_space-1-47432e8719f07de3,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-2-64bdd2a220665c41,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0042-material-2-64bdd2a220665c41,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-2-38110a3ec0ec4c80,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0042-material-2-38110a3ec0ec4c80,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-2-021663685ade7986,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0042-material-2-021663685ade7986,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-k_space-2-3dd7da22c9d38fd8,P0042,,F0042,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0042-k_space-2-3dd7da22c9d38fd8,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-k_space-2-105713cc45aefabd,P0042,,F0042,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0042-k_space-2-105713cc45aefabd,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-3-d96cb06b8cfbbab9,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0042-material-3-d96cb06b8cfbbab9,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-3-d095812822949912,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0042-material-3-d095812822949912,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-3-188050c9294109ef,P0042,,F0042,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0042-band_structure-3-188050c9294109ef,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-4-4285eb979975fc62,P0042,,F0042,material,material,material,dielectric,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0042-material-4-4285eb979975fc62,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-material-4-2474aeb70d39d28d,P0042,,F0042,material,material,material,sin,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0042-material-4-2474aeb70d39d28d,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-4-39aac2b58ee58106,P0042,,F0042,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0042-band_structure-4-39aac2b58ee58106,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-4-8737292ae95e3d93,P0042,,F0042,band,band_structure,band structure,Band structure,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0042-band_structure-4-8737292ae95e3d93,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-4-463bbfe89ca0afff,P0042,,F0042,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0042-band_structure-4-463bbfe89ca0afff,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-k_space-5-e5508a910773a91e,P0042,,F0042,kspace,k_space,k-space / momentum-space,Brillouin zone,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0042-k_space-5-e5508a910773a91e,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-5-4119b330fb97d826,P0042,,F0042,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0042-band_structure-5-4119b330fb97d826,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-5-0094f9d0eb9d7538,P0042,,F0042,band,band_structure,band structure,Band structure,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0042-band_structure-5-0094f9d0eb9d7538,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-k_space-6-3fc5ac000d822394,P0042,,F0042,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0042-k_space-6-3fc5ac000d822394,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-polarization-6-3fc5ac000d822394,P0042,,F0042,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0042-polarization-6-3fc5ac000d822394,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-7-a7143db7ba7d3d6d,P0042,,F0042,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0042-band_structure-7-a7143db7ba7d3d6d,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-band_structure-7-c01675d5629afd2d,P0042,,F0042,band,band_structure,band structure,Radiation Continuum,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0042-band_structure-7-c01675d5629afd2d,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0042-polarization-7-355fe5e10e28013f,P0042,,F0042,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0042-polarization-7-355fe5e10e28013f,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-1-a8c47b1c780bd18e,P0043,,F0043,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-material-1-a8c47b1c780bd18e,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-1-8e61ea88c0cc07b1,P0043,,F0043,material,material,material,Dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-material-1-8e61ea88c0cc07b1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-1-84bab562efcf9712,P0043,,F0043,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-material-1-84bab562efcf9712,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-1-c04f16ea0f203a44,P0043,,F0043,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-material-1-c04f16ea0f203a44,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-1-6bab50db1ac977f3,P0043,,F0043,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-material-1-6bab50db1ac977f3,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-1-e5296ea8bc736e9d,P0043,,F0043,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-band_structure-1-e5296ea8bc736e9d,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-1-16f56591eb27385b,P0043,,F0043,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0043-band_structure-1-16f56591eb27385b,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-2-6b089a41f0d91816,P0043,,F0043,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-material-2-6b089a41f0d91816,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-2-2de997001459af20,P0043,,F0043,material,material,material,silicon,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-material-2-2de997001459af20,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-spectrum-2-10c9ca94dc9f255e,P0043,,F0043,spectrum,spectrum,spectrum,transmittance,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-spectrum-2-10c9ca94dc9f255e,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-polarization-2-fb0fff0f897fa592,P0043,,F0043,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-polarization-2-fb0fff0f897fa592,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-polarization-2-747cd2d365318599,P0043,,F0043,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-polarization-2-747cd2d365318599,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-polarization-2-add7902bbf828835,P0043,,F0043,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0043-polarization-2-add7902bbf828835,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-material-4-6300ed977503aca8,P0043,,F0043,material,material,material,SI,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-material-4-6300ed977503aca8,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-4-f5601f5aaf9fea59,P0043,,F0043,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-band_structure-4-f5601f5aaf9fea59,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-spectrum-4-dccc72e171cc52fa,P0043,,F0043,spectrum,spectrum,spectrum,transmittance,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-spectrum-4-dccc72e171cc52fa,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-spectrum-4-dfaab037ff7ea3c1,P0043,,F0043,spectrum,spectrum,spectrum,Transmittance,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-spectrum-4-dfaab037ff7ea3c1,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-spectrum-4-700766934b2bc903,P0043,,F0043,spectrum,spectrum,spectrum,Transmittance,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-spectrum-4-700766934b2bc903,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-spectrum-4-552cf3de8a491b2b,P0043,,F0043,spectrum,spectrum,spectrum,transmittance,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0043-spectrum-4-552cf3de8a491b2b,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-frequency-5-8a834af5347076f0,P0043,,F0043,resonance,frequency,resonance frequency,1,1.0,THz,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-frequency-5-8a834af5347076f0,regex:frequency,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-5-384812954540c183,P0043,,F0043,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-band_structure-5-384812954540c183,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-5-044342081a1c4b80,P0043,,F0043,band,band_structure,band structure,dispersion,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-band_structure-5-044342081a1c4b80,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-band_structure-5-d5e046a1ada8bb8a,P0043,,F0043,band,band_structure,band structure,Dispersion,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-band_structure-5-d5e046a1ada8bb8a,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-polarization-5-8b186cb8e2cb74cd,P0043,,F0043,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-polarization-5-8b186cb8e2cb74cd,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0043-polarization-5-0e5b4cb9bc4bf751,P0043,,F0043,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0043-polarization-5-0e5b4cb9bc4bf751,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-675cad6c6ba159dd,P0044,,F0044,material,material,material,Dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-675cad6c6ba159dd,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-ba0b62065de3d98a,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-ba0b62065de3d98a,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-4b5bc89108bfc772,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-4b5bc89108bfc772,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-2ce7940ac8958515,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-2ce7940ac8958515,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-ea6e2b75809b412a,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-ea6e2b75809b412a,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-b5ad3300bd2750dd,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-b5ad3300bd2750dd,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-debddbbec7368ecb,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-debddbbec7368ecb,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-material-1-3bc3ff683f0e9ade,P0044,,F0044,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-material-1-3bc3ff683f0e9ade,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-1-6394ad96b53519fe,P0044,,F0044,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-polarization-1-6394ad96b53519fe,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-1-5d27044d6904265b,P0044,,F0044,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-polarization-1-5d27044d6904265b,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-1-1453d1397f909dcd,P0044,,F0044,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0044-polarization-1-1453d1397f909dcd,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-2-f6789451de9048a9,P0044,,F0044,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0044-polarization-2-f6789451de9048a9,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-2-7181d5b3a38bbd77,P0044,,F0044,polarization,polarization,polarization/topology,chiral,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0044-polarization-2-7181d5b3a38bbd77,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-2-41322c6db856f6bc,P0044,,F0044,polarization,polarization,polarization/topology,chiral,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0044-polarization-2-41322c6db856f6bc,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-2-9bf0992e7c960d62,P0044,,F0044,polarization,polarization,polarization/topology,chiral,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0044-polarization-2-9bf0992e7c960d62,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0044-polarization-2-8995af8f360465c7,P0044,,F0044,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0044-polarization-2-8995af8f360465c7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-q_factor-2-8e6f14243e915be0,P0045,,F0045,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,2,,,,E-OBS-P0045-q_factor-2-8e6f14243e915be0,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-2-8dc044fe06d2b0b8,P0045,,F0045,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-k_space-2-8dc044fe06d2b0b8,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-2-bbad69198d0fc1dd,P0045,,F0045,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-k_space-2-bbad69198d0fc1dd,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-2-c680783966e983fc,P0045,,F0045,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-k_space-2-c680783966e983fc,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-2-c8c008b6184f9cd2,P0045,,F0045,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-k_space-2-c8c008b6184f9cd2,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-2-721b740bff8c5b8b,P0045,,F0045,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-k_space-2-721b740bff8c5b8b,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-2-8dc044fe06d2b0b8,P0045,,F0045,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-polarization-2-8dc044fe06d2b0b8,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-2-bbad69198d0fc1dd,P0045,,F0045,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-polarization-2-bbad69198d0fc1dd,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-2-5650b92fd3c81f00,P0045,,F0045,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-polarization-2-5650b92fd3c81f00,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-2-f20c176dc2c6132f,P0045,,F0045,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-polarization-2-f20c176dc2c6132f,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-2-eab641e3f40910d5,P0045,,F0045,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0045-polarization-2-eab641e3f40910d5,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-3-63fbeb4d9c600354,P0045,,F0045,kspace,k_space,k-space / momentum-space,Γ point,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0045-k_space-3-63fbeb4d9c600354,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-q_factor-4-455109708751a9a9,P0045,,F0045,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,4,,,,E-OBS-P0045-q_factor-4-455109708751a9a9,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-q_factor-4-9d7ea893fcd0418a,P0045,,F0045,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,4,,,,E-OBS-P0045-q_factor-4-9d7ea893fcd0418a,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-q_factor-4-c6cbd85ba53423a8,P0045,,F0045,resonance,q_factor,Q factor,1,1.0,,,,,,1.0,,local_pdf_text,,4,,,,E-OBS-P0045-q_factor-4-c6cbd85ba53423a8,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-4-bcff411c96fcd513,P0045,,F0045,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0045-k_space-4-bcff411c96fcd513,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-k_space-4-af128802c55955c2,P0045,,F0045,kspace,k_space,k-space / momentum-space,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0045-k_space-4-af128802c55955c2,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-4-bcff411c96fcd513,P0045,,F0045,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0045-polarization-4-bcff411c96fcd513,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-4-af128802c55955c2,P0045,,F0045,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0045-polarization-4-af128802c55955c2,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0045-polarization-4-da7b02cd7a444866,P0045,,F0045,polarization,polarization,polarization/topology,topological charge,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0045-polarization-4-da7b02cd7a444866,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
